,ilkid,first_name,last_name,position_x,firstseason,lastseason,h_feet,h_inches,weight_x,college,birthdate_x,birth_year,person_id,display_first_last,display_last_comma_first,display_fi_last,player_slug,birthdate_y,school,country,last_affiliation,height,weight_y,season_exp,jersey,position_y,rosterstatus,games_played_current_season_flag,team_id,team_name,team_abbreviation,team_code,team_city,playercode,from_year,to_year,dleague_flag,nba_flag,games_played_flag,draft_year,draft_round,draft_number,greatest_75_flag
1914,PHELPMI01,mike,phelps,G,1985,1987,6.0,4.0,180.0,Alcorn State,1961-10-03 00:00:00,1961,77852,Mike Phelps,"Phelps, Mike",M. Phelps,mike-phelps,1961-10-03 00:00:00,Alcorn State,USA,Alcorn State/USA,6-4,180.0,3.0,14,Guard,Inactive,N,1610612760,SuperSonics,SEA,thunder,Seattle,HISTADD_mike_phelps,1985.0,1987.0,N,Y,Y,1985,7,144,N
1915,PHILLED01,eddie,phillips,F,1982,1982,6.0,7.0,225.0,Alabama,1961-09-29 00:00:00,1961,77854,Eddie Phillips,"Phillips, Eddie",E. Phillips,eddie-phillips,1961-09-29 00:00:00,Alabama,USA,Alabama/USA,6-7,225.0,1.0,51,Forward,Inactive,N,1610612751,Nets,NJN,nets,New Jersey,HISTADD_eddie_phillips,1982.0,1982.0,N,Y,Y,1982,1,21,N
1916,PHILLGA01,gary,phillips,G,1961,1965,6.0,3.0,189.0,Houston,1939-12-07 00:00:00,1939,77855,Gary Phillips,"Phillips, Gary",G. Phillips,gary-phillips,1939-12-07 00:00:00,Houston,USA,Houston/USA,6-3,189.0,5.0,7,Guard,Inactive,N,1610612744,Warriors,SFW,warriors,San Francisco,HISTADD_gary_phillips,1961.0,1965.0,N,Y,Y,1961,1,9,N
1917,PIATKER01,eric,piatkowski,G,1994,2004,6.0,7.0,215.0,Nebraska,1970-09-30 00:00:00,1970,15,Eric Piatkowski,"Piatkowski, Eric",E. Piatkowski,eric-piatkowski,1970-09-30 00:00:00,Nebraska,USA,Nebraska/USA,6-7,215.0,15.0,52,Guard-Forward,Inactive,N,1610612746,Clippers,LAC,clippers,Los Angeles,eric_piatkowski,1994.0,2007.0,N,Y,Y,1994,1,15,N
1918,PIERCPA01,paul,pierce,G,1998,2004,6.0,6.0,230.0,Kansas,1977-10-13 00:00:00,1977,1718,Paul Pierce,"Pierce, Paul",P. Pierce,paul-pierce,1977-10-13 00:00:00,Kansas,USA,Kansas/USA,6-7,235.0,20.0,34,Forward,Inactive,N,1610612738,Celtics,BOS,celtics,Boston,paul_pierce,1998.0,2016.0,N,Y,Y,1998,1,10,Y
1919,PIERCRI01,ricky,pierce,G,1982,1997,6.0,4.0,205.0,Rice,1959-08-19 00:00:00,1959,894,Ricky Pierce,"Pierce, Ricky",R. Pierce,ricky-pierce,1959-08-19 00:00:00,Rice,USA,Rice/USA,6-4,215.0,16.0,22,Guard,Inactive,N,1610612749,Bucks,MIL,bucks,Milwaukee,ricky_pierce,1982.0,1997.0,N,Y,Y,1982,1,18,N
1920,PIETKST01,stan,pietkiewicz,G,1978,1980,6.0,5.0,200.0,Auburn,1956-07-14 00:00:00,1956,77858,Stan Pietkiewicz,"Pietkiewicz, Stan",S. Pietkiewicz,stan-pietkiewicz,1956-07-14 00:00:00,Auburn,USA,Auburn/USA,6-5,200.0,3.0,43,Guard,Inactive,N,1610612746,Clippers,SDC,clippers,San Diego,HISTADD_stan_pietkiewicz,1978.0,1980.0,N,Y,Y,1978,7,133,N
1921,PIETRMI01,mickael,pietrus,G,2003,2004,6.0,6.0,200.0,,1982-02-07 00:00:00,1982,2554,Mickael Pietrus,"Pietrus, Mickael",M. Pietrus,mickael-pietrus,1982-02-07 00:00:00,Pau Orthez,France,Pau Orthez/France,6-6,215.0,11.0,20,Forward,Inactive,N,1610612744,Warriors,GSW,warriors,Golden State,mickael_pietrus,2003.0,2012.0,N,Y,Y,2003,1,11,N
1922,PILCHJO01,john,pilch,F,1951,1951,6.0,3.0,185.0,Wyoming,1925-07-11 00:00:00,1925,77859,John Pilch,"Pilch, John",J. Pilch,john-pilch,1925-07-11 00:00:00,Wyoming,USA,Wyoming/USA,6-3,185.0,1.0,,Forward,Inactive,N,1610612747,Lakers,MNL,lakers,Minneapolis,HISTADD_john_pilch,1951.0,1951.0,N,Y,Y,1950,2,,N
1923,PINCKED01,ed,pinckney,F,1985,1996,6.0,9.0,195.0,Villanova,1963-03-27 00:00:00,1963,291,Ed Pinckney,"Pinckney, Ed",E. Pinckney,ed-pinckney,1963-03-27 00:00:00,Villanova,USA,Villanova/USA,6-9,240.0,12.0,54,Forward,Inactive,N,1610612738,Celtics,BOS,celtics,Boston,ed_pinckney,1985.0,1996.0,N,Y,Y,1985,1,10,N
1924,PIONTDA01,dave,piontek,F,1956,1962,6.0,5.5,230.0,Xavier (OH),1934-08-27 00:00:00,1934,77862,Dave Piontek,"Piontek, Dave",D. Piontek,dave-piontek,1934-08-27 00:00:00,Xavier,USA,Xavier/USA,6-6,230.0,7.0,61,Forward,Inactive,N,1610612758,Royals,CIN,kings,Cincinnati,HISTADD_dave_piontek,1956.0,1962.0,N,Y,Y,1956,,,N
1925,PIOTRTO01,tom,piotrowski,C,1983,1983,7.0,1.0,240.0,LaSalle,1960-10-17 00:00:00,1960,77863,Tom Piotrowski,"Piotrowski, Tom",T. Piotrowski,tom-piotrowski,1960-10-17 00:00:00,La Salle,USA,La Salle/USA,7-1,240.0,1.0,54,Center,Inactive,N,1610612757,Trail Blazers,POR,blazers,Portland,HISTADD_tom_piotrowski,1983.0,1983.0,N,Y,Y,1983,3,62,N
1926,PIPPESC01,scottie,pippen,F,1987,2003,6.0,7.0,210.0,Central Arkansas,1965-09-25 00:00:00,1965,937,Scottie Pippen,"Pippen, Scottie",S. Pippen,scottie-pippen,1965-09-25 00:00:00,Central Arkansas,USA,Central Arkansas/USA,6-8,228.0,18.0,33,Forward-Guard,Inactive,N,1610612741,Bulls,CHI,bulls,Chicago,scottie_pippen,1987.0,2003.0,N,Y,Y,1987,1,5,Y
1927,PITTMCH01,charlie,pittman,F,1982,1985,6.0,8.0,220.0,Maryland,1958-03-23 00:00:00,1958,77864,Charlie Pittman,"Pittman, Charlie",C. Pittman,charlie-pittman,1958-03-23 00:00:00,Maryland,USA,Maryland/USA,6-8,220.0,4.0,32,Forward,Inactive,N,1610612756,Suns,PHX,suns,Phoenix,HISTADD_charlie_pittman,1982.0,1985.0,N,Y,Y,1982,3,61,N
1928,PLANIZO01,zoran,planinic,G,2003,2004,6.0,7.0,195.0,,1982-09-12 00:00:00,1982,2565,Zoran Planinic,"Planinic, Zoran",Z. Planinic,zoran-planinic,1982-09-12 00:00:00,Cibona,Croatia,Cibona/Croatia,,,3.0,,,Inactive,N,0,,,,,zoran_planinic,2003.0,2008.0,N,Y,Y,2003,1,22,N
1929,PLUMMGA01,gary,plummer,F,1984,1992,6.0,9.0,215.0,Boston University,1962-02-21 00:00:00,1962,77865,Gary Plummer,"Plummer, Gary",G. Plummer,gary-plummer,1962-02-21 00:00:00,Boston University,USA,Boston University/USA,6-9,215.0,2.0,45,Forward,Inactive,N,1610612744,Warriors,GOS,warriors,Golden State,HISTADD_gary_plummer,1984.0,1992.0,N,Y,Y,1984,2,45,N
1930,POLEEDW01,dwayne,polee,F,1986,1986,6.0,5.0,180.0,Pepperdine,1963-03-02 00:00:00,1963,77866,Dwayne Polee,"Polee, Dwayne",D. Polee,dwayne-polee,1963-03-02 00:00:00,Pepperdine,USA,Pepperdine/USA,6-5,180.0,1.0,12,Forward,Inactive,N,1610612746,Clippers,LAC,clippers,Los Angeles,HISTADD_dwayne_polee,1986.0,1986.0,N,Y,Y,1986,3,54,N
1931,POLLASC01,scot,pollard,C,1997,2004,6.0,11.0,265.0,Kansas,1975-02-12 00:00:00,1975,1513,Scot Pollard,"Pollard, Scot",S. Pollard,scot-pollard,1975-02-12 00:00:00,Kansas,USA,Kansas/USA,6-11,278.0,12.0,66,Center-Forward,Inactive,N,1610612758,Kings,SAC,kings,Sacramento,scot_pollard,1997.0,2007.0,N,Y,Y,1997,1,19,N
1932,PONDECL01,cliff,pondexter,F,1975,1977,6.0,9.0,233.0,Long Beach State,1954-09-15 00:00:00,1954,77869,Cliff Pondexter,"Pondexter, Cliff",C. Pondexter,cliff-pondexter,1954-09-15 00:00:00,Long Beach State,USA,Long Beach State/USA,6-9,233.0,3.0,41,Forward,Inactive,N,1610612741,Bulls,CHI,bulls,Chicago,HISTADD_cliff_pondexter,1975.0,1977.0,N,Y,Y,1974,1,16,N
1933,POPEDA01,david,pope,F,1984,2004,6.0,7.0,220.0,Norfolk State,1962-04-15 00:00:00,1962,77870,David Pope,"Pope, David",D. Pope,david-pope,1962-04-15 00:00:00,Norfolk State,USA,Norfolk State/USA,6-7,220.0,2.0,51,Forward,Inactive,N,1610612758,Kings,KCK,kings,Kansas City,HISTADD_david_pope,1984.0,1985.0,N,Y,Y,1984,3,62,N
1934,POPSODA01,dave,popson,C,1988,1991,6.0,10.0,220.0,North Carolina,1964-05-17 00:00:00,1964,77872,Dave Popson,"Popson, Dave",D. Popson,dave-popson,1964-05-17 00:00:00,North Carolina,USA,North Carolina/USA,6-10,220.0,3.0,50,Center,Inactive,N,1610612738,Celtics,BOS,celtics,Boston,HISTADD_dave_popson,1988.0,1991.0,N,Y,Y,1987,4,88,N
1935,POQUEBE01,ben,poquette,F,1977,1986,6.0,9.0,235.0,Central Michigan,1955-05-07 00:00:00,1955,77873,Ben Poquette,"Poquette, Ben",B. Poquette,ben-poquette,1955-05-07 00:00:00,Central Michigan,USA,Central Michigan/USA,6-9,235.0,10.0,50,Forward,Inactive,N,1610612762,Jazz,UTA,jazz,Utah,HISTADD_ben_poquette,1977.0,1986.0,N,Y,Y,1977,2,36,N
1936,PORTECH01,chris,porter,F,2000,2000,6.0,7.0,218.0,Auburn,1978-05-09 00:00:00,1978,2084,Chris Porter,"Porter, Chris",C. Porter,chris-porter,1978-05-09 00:00:00,Auburn,USA,Auburn/USA,6-7,218.0,1.0,4,Forward,Inactive,N,1610612744,Warriors,GSW,warriors,Golden State,chris_porter,2000.0,2000.0,Y,Y,Y,2000,2,55,N
1937,PORTEHO01,howard,porter,F,1971,1977,6.0,8.0,220.0,Villanova,1948-08-31 00:00:00,1948,77875,Howard Porter,"Porter, Howard",H. Porter,howard-porter,1948-08-31 00:00:00,Villanova,USA,Villanova/USA,6-8,220.0,7.0,54,Forward,Inactive,N,1610612765,Pistons,DET,pistons,Detroit,HISTADD_geezer_porter,1971.0,1977.0,N,Y,Y,1971,2,32,N
1938,PORTEKE01,kevin,porter,G,1972,1982,6.0,0.0,170.0,St. Francis (PA),1950-04-17 00:00:00,1950,77876,Kevin Porter,"Porter, Kevin",K. Porter,kevin-porter,1950-04-17 00:00:00,St. Francis (PA),USA,St. Francis (PA)/USA,6-0,170.0,10.0,1,Guard,Inactive,N,1610612764,Bullets,WAS,wizards,Washington,HISTADD_kevin_porter,1972.0,1982.0,N,Y,Y,1972,3,39,N
1939,PORTETE01,terry,porter,G,1985,2001,6.0,3.0,195.0,Wisconsin-StevensPt.,1963-04-08 00:00:00,1963,345,Terry Porter,"Porter, Terry",T. Porter,terry-porter,1963-04-08 00:00:00,Wisconsin-Stevens Point,USA,Wisconsin-Stevens Point/USA,6-3,205.0,17.0,30,Guard,Inactive,N,1610612757,Trail Blazers,POR,blazers,Portland,terry_porter,1985.0,2001.0,N,Y,Y,1985,1,24,N
1940,PORTMBO01,bob,portman,F,1969,1972,6.0,5.0,200.0,Creighton,1947-03-22 00:00:00,1947,77878,Bob Portman,"Portman, Bob",B. Portman,bob-portman,1947-03-22 00:00:00,Creighton,USA,Creighton/USA,6-5,200.0,4.0,33,Forward,Inactive,N,1610612744,Warriors,GOS,warriors,Golden State,HISTADD_bob_portman,1969.0,1972.0,N,Y,Y,1969,1,7,N
1941,POSEYJA01,james,posey,F,1999,2004,6.0,8.0,215.0,Xavier,1977-01-13 00:00:00,1977,1899,James Posey,"Posey, James",J. Posey,james-posey,1977-01-13 00:00:00,Xavier,USA,Xavier/USA,6-8,217.0,13.0,41,Forward,Inactive,N,1610612743,Nuggets,DEN,nuggets,Denver,james_posey,1999.0,2010.0,N,Y,Y,1999,1,18,N
1942,POSTELA01,lavor,postell,G,2000,2002,6.0,5.0,205.0,St. John's,1978-02-26 00:00:00,1978,2068,Lavor Postell,"Postell, Lavor",L. Postell,lavor-postell,1978-02-26 00:00:00,St. John's (NY),USA,St. John's (NY)/USA,6-5,215.0,4.0,7,Guard-Forward,Inactive,N,1610612752,Knicks,NYK,knicks,New York,lavor_postell,2000.0,2002.0,N,Y,Y,2000,2,39,N
1943,POTAPVI01,vitaly,potapenko,C,1996,2004,6.0,10.0,280.0,Wright State,1975-03-21 00:00:00,1975,958,Vitaly Potapenko,"Potapenko, Vitaly",V. Potapenko,vitaly-potapenko,1975-03-21 00:00:00,Wright State,Ukraine,Wright State/Ukraine,6-10,285.0,12.0,20,Center-Forward,Inactive,N,1610612738,Celtics,BOS,celtics,Boston,vitaly_potapenko,1996.0,2006.0,N,Y,Y,1996,1,12,N
1944,PRESSPA01,paul,pressey,G,1982,1992,6.0,5.0,185.0,Tulsa,1958-12-24 00:00:00,1958,77879,Paul Pressey,"Pressey, Paul",P. Pressey,paul-pressey,1958-12-24 00:00:00,Tulsa,USA,Tulsa/USA,6-5,185.0,12.0,5,Guard,Inactive,N,1610612749,Bucks,MIL,bucks,Milwaukee,HISTADD_paul_pressey,1982.0,1992.0,N,Y,Y,1982,1,20,N
1945,PRESSHA01,harold,pressley,F,1986,1989,6.0,7.0,210.0,Villanova,1963-07-14 00:00:00,1963,77881,Harold Pressley,"Pressley, Harold",H. Pressley,harold-pressley,1963-07-14 00:00:00,Villanova,USA,Villanova/USA,6-7,210.0,4.0,21,Forward,Inactive,N,1610612758,Kings,SAC,kings,Sacramento,HISTADD_harold_pressley,1986.0,1989.0,N,Y,Y,1986,1,17,N
1946,PRICEMA01,mark,price,G,1986,1997,6.0,0.0,170.0,Georgia Tech,1964-02-15 00:00:00,1964,899,Mark Price,"Price, Mark",M. Price,mark-price,1964-02-15 00:00:00,Georgia Tech,USA,Georgia Tech/USA,6-0,180.0,12.0,25,Guard,Inactive,N,1610612739,Cavaliers,CLE,cavaliers,Cleveland,mark_price,1986.0,1997.0,N,Y,Y,1986,2,25,N
1947,PRICETO01,tony,price,G,1980,1980,6.0,6.0,190.0,Pennsylvania,1957-01-05 00:00:00,1957,77882,Tony Price,"Price, Tony",T. Price,tony-price,1957-01-05 00:00:00,Pennsylvania,USA,Pennsylvania/USA,6-6,190.0,1.0,34,Guard,Inactive,N,1610612746,Clippers,SDC,clippers,San Diego,HISTADD_tony_price,1980.0,1980.0,N,Y,Y,1979,2,29,N
1948,PRINCTA01,tayshaun,prince,G,2002,2004,6.0,9.0,215.0,Kentucky,1980-02-28 00:00:00,1980,2419,Tayshaun Prince,"Prince, Tayshaun",T. Prince,tayshaun-prince,1980-02-28 00:00:00,Kentucky,USA,Kentucky/USA,6-9,212.0,15.0,12,Forward,Inactive,N,1610612765,Pistons,DET,pistons,Detroit,tayshaun_prince,2002.0,2015.0,N,Y,Y,2002,1,23,N
1949,PRITCJO01,john,pritchard,C,1949,1949,6.0,9.0,220.0,Drake,1927-01-23 00:00:00,1927,77887,John Pritchard,"Pritchard, John",J. Pritchard,john-pritchard,1927-01-23 00:00:00,Drake,USA,Drake/USA,6-9,220.0,1.0,,Center,Inactive,N,1610610037,Hawks,WAT,hawks,Waterloo,HISTADD_bigjohn_pritchard,1949.0,1949.0,N,Y,Y,1949,7,,N
1950,PRITCKE01,kevin,pritchard,G,1990,1995,6.0,3.0,180.0,Kansas,1967-07-17 00:00:00,1967,340,Kevin Pritchard,"Pritchard, Kevin",K. Pritchard,kevin-pritchard,1967-07-17 00:00:00,Kansas,USA,Kansas/USA,6-3,180.0,4.0,12,Guard,Inactive,N,1610612744,Warriors,GOS,warriors,Golden State,kevin_pritchard,1990.0,1995.0,N,Y,Y,1990,2,34,N
1951,PROFILA01,laron,profit,G,1999,2004,6.0,5.0,204.0,Maryland,1977-08-05 00:00:00,1977,1919,Laron Profit,"Profit, Laron",L. Profit,laron-profit,1977-08-05 00:00:00,Maryland,USA,Maryland/USA,6-5,204.0,4.0,,Guard-Forward,Inactive,N,0,,,,,laron_profit,1999.0,2005.0,N,Y,Y,1999,2,38,N
1952,PRZYBJO01,joel,przybilla,C,2000,2004,7.0,1.0,255.0,Minnesota,1979-10-10 00:00:00,1979,2038,Joel Przybilla,"Przybilla, Joel",J. Przybilla,joel-przybilla,1979-10-10 00:00:00,Minnesota,USA,Minnesota/USA,7-1,245.0,14.0,10,Center,Inactive,N,1610612757,Trail Blazers,POR,blazers,Portland,joel_przybilla,2000.0,2012.0,N,Y,Y,2000,1,9,N
1953,PUGHLE01,les,pugh,C,1948,1949,6.0,7.0,190.0,Ohio State,1923-09-18 00:00:00,1923,77888,Les Pugh,"Pugh, Les",L. Pugh,les-pugh,1923-09-18 00:00:00,Ohio State,USA,Ohio State/USA,6-7,190.0,2.0,,Center,Inactive,N,1610610032,Steamrollers,PRO,steamrollers,Providence,HISTADD_les_pugh,1948.0,1949.0,N,Y,Y,Undrafted,Undrafted,Undrafted,N
1954,PUGHRO01,roy,pugh,C,1948,1948,6.0,6.0,210.0,SMU,1923-01-01 00:00:00,1923,77889,Roy Pugh,"Pugh, Roy",R. Pugh,roy-pugh,1923-03-21 00:00:00,Southern Methodist,USA,Southern Methodist/USA,,,1.0,,,Inactive,N,1610612744,Warriors,PHW,warriors,Philadelphia,HISTADD_roy_pugh,1948.0,1948.0,N,Y,Y,1948,,,N
1955,PULLAAN01,anthony,pullard,F,1992,1992,6.0,10.0,245.0,McNeese State,1966-06-23 00:00:00,1966,77890,Anthony Pullard,"Pullard, Anthony",A. Pullard,anthony-pullard,1966-06-23 00:00:00,McNeese State,USA,McNeese State/USA,6-10,245.0,1.0,23,Forward,Inactive,N,1610612749,Bucks,MIL,bucks,Milwaukee,HISTADD_anthony_pullard,1992.0,1992.0,N,Y,Y,Undrafted,Undrafted,Undrafted,N
1956,QUINNBR01,brian,quinnett,G,1989,1991,6.0,8.0,235.0,Washington State,1966-05-30 00:00:00,1966,77893,Brian Quinnett,"Quinnett, Brian",B. Quinnett,brian-quinnett,1966-05-30 00:00:00,Washington State,USA,Washington State/USA,6-8,235.0,3.0,23,Guard,Inactive,N,1610612752,Knicks,NYK,knicks,New York,HISTADD_brian_quinnett,1989.0,1991.0,N,Y,Y,1989,2,50,N
1957,RACKLLU01,luke,rackley,C,1969,1973,6.0,10.0,220.0,Xavier (OH),1946-06-11 00:00:00,1946,77894,Luke Rackley,"Rackley, Luke",L. Rackley,luke-rackley,1946-06-11 00:00:00,Xavier,USA,Xavier/USA,6-10,220.0,5.0,42,Center,Inactive,N,1610612739,Cavaliers,CLE,cavaliers,Cleveland,HISTADD_luke_rackley,1969.0,1973.0,N,Y,Y,1969,3,37,N
1958,RADERHO01,howie,rader,G,1948,1948,6.0,1.0,190.0,LIU,1921-03-29 00:00:00,1921,77895,Howie Rader,"Rader, Howie",H. Rader,howie-rader,1921-03-29 00:00:00,Long Island-Brooklyn,USA,Long Island-Brooklyn/USA,6-1,190.0,1.0,,Guard,Inactive,N,1610610024,Bullets,BAL,bullets,Baltimore,HISTADD_howie_rader,1948.0,1948.0,N,Y,Y,Undrafted,Undrafted,Undrafted,N
1959,RADFOMA01,mark,radford,G,1981,1982,6.0,4.0,190.0,Oregon State,1959-07-05 00:00:00,1959,77896,Mark Radford,"Radford, Mark",M. Radford,mark-radford,1959-07-05 00:00:00,Oregon State,USA,Oregon State/USA,6-4,190.0,2.0,30,Guard,Inactive,N,1610612760,SuperSonics,SEA,thunder,Seattle,HISTADD_mark_radford,1981.0,1982.0,N,Y,Y,1981,3,53,N
1960,RADFOWA01,wayne,radford,G,1978,1978,6.0,3.0,205.0,Indiana,1956-05-29 00:00:00,1956,77897,Wayne Radford,"Radford, Wayne",W. Radford,wayne-radford,1956-05-29 00:00:00,Indiana,USA,Indiana/USA,6-3,205.0,1.0,21,Guard,Inactive,N,1610612754,Pacers,IND,pacers,Indiana,HISTADD_wayne_radford,1978.0,1978.0,N,Y,Y,1978,2,27,N
1961,RADJADI01,dino,radja,F,1993,1996,6.0,11.0,225.0,none,1967-04-24 00:00:00,1967,129,Dino Radja,"Radja, Dino",D. Radja,dino-radja,1967-04-24 00:00:00,Virtus Roma,Croatia,Virtus Roma/Croatia,6-11,225.0,4.0,,Center,Inactive,N,0,,,,,dino_radja,1993.0,1996.0,N,Y,Y,1989,2,40,N
1962,RADMAVL01,vladimir,radmanovic,F,2001,2004,6.0,9.0,206.0,,1980-11-19 00:00:00,1980,2209,Vladimir Radmanovic,"Radmanovic, Vladimir",V. Radmanovic,vladimir-radmanovic,1980-11-19 00:00:00,FMP,Serbia,FMP/Serbia,6-10,235.0,13.0,77,Forward,Inactive,N,1610612760,SuperSonics,SEA,thunder,Seattle,vladimir_radmanovic,2001.0,2012.0,N,Y,Y,2001,1,12,N
1963,RADOVFR01,frank,radovich,F,1961,1961,6.0,8.0,235.0,Indiana,1938-03-03 00:00:00,1938,77899,Frank Radovich,"Radovich, Frank",F. Radovich,frank-radovich,1938-03-03 00:00:00,Indiana,USA,Indiana/USA,6-8,235.0,1.0,9,Forward,Inactive,N,1610612744,Warriors,PHW,warriors,Philadelphia,HISTADD_frank_radovich,1961.0,1961.0,N,Y,Y,1960,2,14,N
1964,RADOVMO01,moe,radovich,G,1952,1952,6.0,0.0,160.0,Wyoming,1929-05-05 00:00:00,1929,77900,Moe Radovich,"Radovich, Moe",M. Radovich,moe-radovich,1929-05-05 00:00:00,Wyoming,USA,Wyoming/USA,6-0,160.0,1.0,4,Guard,Inactive,N,1610612744,Warriors,PHW,warriors,Philadelphia,HISTADD_moe_radovich,1952.0,1952.0,N,Y,Y,1952,,,N
1965,RAGELRA01,ray,ragelis,F,1951,1951,6.0,4.0,205.0,Northwestern,1928-12-10 00:00:00,1928,77902,Ray Ragelis,"Ragelis, Ray",R. Ragelis,ray-ragelis,1928-12-10 00:00:00,Northwestern,USA,Northwestern/USA,6-4,205.0,1.0,18,Forward,Inactive,N,1610612758,Royals,ROC,kings,Rochester,HISTADD_ray_ragelis,1951.0,1951.0,N,Y,Y,1951,2,17,N
1966,RAIKESH01,sherwin,raiken,G,1952,1952,6.0,2.0,185.0,Villanova,1928-10-29 00:00:00,1928,77903,Sherwin Raiken,"Raiken, Sherwin",S. Raiken,sherwin-raiken,1928-10-29 00:00:00,Villanova,USA,Villanova/USA,6-2,185.0,1.0,5,Guard,Inactive,N,1610612752,Knicks,NYK,knicks,New York,HISTADD_sherwin_raiken,1952.0,1952.0,N,Y,Y,Undrafted,Undrafted,Undrafted,N
1967,RAINSED01,ed,rains,F,1981,1982,6.0,7.0,190.0,South Alabama,1956-12-24 00:00:00,1956,77904,Ed Rains,"Rains, Ed",E. Rains,ed-rains,1956-12-24 00:00:00,South Alabama,USA,South Alabama/USA,6-7,190.0,2.0,15,Forward,Inactive,N,1610612759,Spurs,SAS,spurs,San Antonio,HISTADD_ed_rains,1981.0,1982.0,N,Y,Y,1981,2,30,N
1968,RAKOCIG01,igor,rakocevic,G,2002,2002,6.0,3.0,183.0,,1978-03-29 00:00:00,1978,2080,Igor Rakocevic,"Rakocevic, Igor",I. Rakocevic,igor-rakocevic,1978-03-29 00:00:00,Buducnost,Serbia,Buducnost/Serbia,6-2,184.0,2.0,36,Guard,Inactive,N,1610612750,Timberwolves,MIN,timberwolves,Minnesota,igor_rakocevic,2002.0,2002.0,N,Y,Y,2000,2,51,N
1969,RAMBIKU01,kurt,rambis,F,1981,1994,6.0,8.0,213.0,Santa Clara,1958-02-25 00:00:00,1958,77905,Kurt Rambis,"Rambis, Kurt",K. Rambis,kurt-rambis,1958-02-25 00:00:00,Santa Clara,USA,Santa Clara/USA,6-8,213.0,14.0,18,Forward,Inactive,N,1610612747,Lakers,LAL,lakers,Los Angeles,HISTADD_kurt_rambis,1981.0,1994.0,N,Y,Y,1980,3,58,N
1970,RAMSECA01,cal,ramsey,F,1959,1960,6.0,4.0,200.0,NYU,1937-07-13 00:00:00,1937,77906,Cal Ramsey,"Ramsey, Cal",C. Ramsey,cal-ramsey,1937-07-13 00:00:00,New York University,USA,New York University/USA,6-4,200.0,2.0,3,Forward,Inactive,N,1610612752,Knicks,NYK,knicks,New York,HISTADD_cal_ramsey,1959.0,1960.0,N,Y,Y,1959,2,13,N
1971,RAMSEFR01,frank,ramsey,F,1954,1963,6.0,3.0,190.0,Kentucky,1931-07-13 00:00:00,1931,77907,Frank Ramsey,"Ramsey, Frank",F. Ramsey,frank-ramsey,1931-07-13 00:00:00,Kentucky,USA,Kentucky/USA,6-3,190.0,9.0,23,Forward,Inactive,N,1610612738,Celtics,BOS,celtics,Boston,HISTADD_frank_ramsey,1954.0,1963.0,N,Y,Y,1953,1,5,N
1972,RAMSERA01,ray,ramsey,G,1948,1948,6.0,2.0,165.0,Bradley,1921-07-18 00:00:00,1921,77908,Ray Ramsey,"Ramsey, Ray",R. Ramsey,ray-ramsey,1921-07-18 00:00:00,Bradley,USA,Bradley/USA,6-2,165.0,1.0,,Guard,Inactive,N,1610610024,Bullets,BAL,bullets,Baltimore,HISTADD_ray_ramsey,1948.0,1948.0,N,Y,Y,Undrafted,Undrafted,Undrafted,N
1973,RANDAMA01,mark,randall,F,1991,1994,6.0,8.0,235.0,Kansas,1967-09-30 00:00:00,1967,1821,Mark Randall,"Randall, Mark",M. Randall,mark-randall,1967-09-30 00:00:00,Kansas,USA,Kansas/USA,6-8,235.0,4.0,42,Forward,Inactive,N,1610612750,Timberwolves,MIN,timberwolves,Minnesota,mark_randall,1991.0,1994.0,N,Y,Y,1991,1,26,N
1974,RANKWA01,wally,rank,F,1980,1980,6.0,6.0,220.0,San Jose State,1958-03-01 00:00:00,1958,77910,Wally Rank,"Rank, Wally",W. Rank,wally-rank,1958-03-01 00:00:00,San Jose State,USA,San Jose State/USA,6-6,220.0,1.0,30,Forward,Inactive,N,1610612746,Clippers,SDC,clippers,San Diego,HISTADD_wally_rank,1980.0,1980.0,N,Y,Y,1980,5,99,N
1975,RANSEKE01,kelvin,ransey,G,1980,1985,6.0,1.0,170.0,Ohio State,1958-05-03 00:00:00,1958,77911,Kelvin Ransey,"Ransey, Kelvin",K. Ransey,kelvin-ransey,1958-05-03 00:00:00,Ohio State,USA,Ohio State/USA,6-2,170.0,6.0,14,Guard,Inactive,N,1610612751,Nets,NJN,nets,New Jersey,HISTADD_kelvin_ransey,1980.0,1985.0,N,Y,Y,1980,1,4,N
1976,RANZISA01,sam,ranzino,G,1951,1951,6.0,1.0,185.0,North Carolina State,1927-06-21 00:00:00,1927,77912,Sam Ranzino,"Ranzino, Sam",S. Ranzino,sam-ranzino,1927-06-21 00:00:00,North Carolina State,USA,North Carolina State/USA,6-1,185.0,1.0,3,Guard,Inactive,N,1610612758,Royals,ROC,kings,Rochester,HISTADD_sam_ranzino,1951.0,1951.0,N,Y,Y,1951,1,8,N
1977,RASMUBL01,blair,rasmussen,C,1985,1992,7.0,0.0,250.0,Oregon,1962-11-13 00:00:00,1962,78656,Blair Rasmussen,"Rasmussen, Blair",B. Rasmussen,blair-rasmussen,1962-11-13 00:00:00,Oregon,USA,Oregon/USA,6-4,172.0,8.0,41,Forward,Inactive,N,1610612743,Nuggets,DEN,nuggets,Denver,blair_rasmussen,1985.0,1992.0,N,Y,Y,1985,1,15,N
